City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
471,La Tuque,47.4334,-72.7824,28.65,86,94,1.14,CA,overcast clouds
472,Port Blair,11.6667,92.75,89.64,58,40,9.22,IN,scattered clouds
473,Turkmenabat,39.0733,63.5786,81.45,26,58,10.94,TM,broken clouds
474,Kristinehamn,59.3098,14.1081,45.16,67,62,3.4,SE,broken clouds
475,Ulladulla,-35.35,150.4667,65.77,79,0,12.71,AU,clear sky
476,Killybegs,54.6333,-8.45,51.51,96,100,6.89,IE,moderate rain
477,Jambusar,22.05,72.8,99.61,17,0,11.81,IN,clear sky
478,Goya,-29.14,-59.2626,53.38,90,8,3.4,AR,clear sky
479,Valparaiso,-33.0393,-71.6273,56.48,77,100,2.3,CL,overcast clouds
480,Kwinana,-32.25,115.7667,72.23,50,0,8.99,AU,clear sky
481,Kilindoni,-7.9139,39.6668,81.3,81,100,16.6,TZ,moderate rain
482,Udachnyy,66.4167,112.4,34.65,100,100,16.28,RU,snow
483,Laslea,46.2167,24.65,38.7,96,100,4.27,RO,light rain
484,Ahuimanu,21.4447,-157.8378,74.75,82,30,1.99,US,scattered clouds
485,Nandikotkur,15.8667,78.2667,98.89,25,96,3.71,IN,overcast clouds
486,Loandjili,-4.7561,11.8578,81.25,79,77,5.3,CG,broken clouds
487,Batemans Bay,-35.7167,150.1833,70.11,79,1,11.99,AU,clear sky
488,Poli,-3.3333,36.8,70.41,65,100,5.91,TZ,light rain
489,Mecca,21.4267,39.8261,100.17,11,0,4.36,SA,clear sky
490,Lagoa,39.05,-27.9833,57.51,71,1,12.46,PT,clear sky
491,Sergeyevka,53.88,67.4158,55.89,44,11,8.81,KZ,few clouds
492,Ushtobe,45.2514,77.9838,81.37,10,17,6.02,KZ,few clouds
493,Barranca,-10.75,-77.7667,64.6,89,98,5.5,PE,overcast clouds
494,Mayo,38.8876,-76.5119,53.49,67,40,9.22,US,scattered clouds
495,Brigantine,39.4101,-74.3646,48.0,90,78,9.82,US,broken clouds
496,Matara,5.9485,80.5353,85.23,69,88,8.21,LK,overcast clouds
497,Syracuse,37.0881,15.2792,58.37,67,95,3.49,IT,overcast clouds
498,Falakata,26.5208,89.2055,91.94,50,54,3.13,IN,broken clouds
499,Inhambane,-23.865,35.3833,75.63,85,98,8.66,MZ,moderate rain
500,Staryy Nadym,65.6118,72.6842,18.88,70,45,14.32,RU,scattered clouds
501,Chhatapur,26.2167,87.0167,105.94,12,0,7.85,IN,clear sky
502,Severodvinsk,64.5635,39.8302,39.31,93,100,11.65,RU,overcast clouds
503,Badou,7.5833,0.6,79.59,71,100,0.81,TG,overcast clouds
504,Novoagansk,61.9449,76.6625,24.84,83,100,11.79,RU,overcast clouds
505,Predivinsk,57.0669,93.4378,63.55,54,92,14.47,RU,overcast clouds
506,Puerto Escondido,15.85,-97.0667,79.9,68,12,6.76,MX,few clouds
507,Thinadhoo,0.5333,72.9333,84.16,66,100,8.01,MV,overcast clouds
508,Prince Rupert,54.3161,-130.3201,42.49,80,0,6.91,CA,clear sky
509,Raudeberg,61.9875,5.1352,47.95,65,94,7.78,NO,overcast clouds
510,Flinders,-34.5833,150.8552,69.39,74,0,10.96,AU,clear sky
511,Soure,-0.7167,-48.5233,76.1,89,99,3.13,BR,light rain
512,Coolum Beach,-26.5333,153.1,73.11,79,3,12.39,AU,light rain
513,Moussoro,13.6408,16.4901,96.73,29,96,10.65,TD,overcast clouds
514,Amahai,-3.3333,128.9167,84.51,75,97,2.26,ID,moderate rain
515,The Pas,53.8251,-101.2541,13.8,97,100,4.27,CA,overcast clouds
516,Alenquer,-1.9417,-54.7383,72.61,96,98,2.55,BR,overcast clouds
517,Upata,8.0086,-62.3989,72.37,84,95,7.18,VE,overcast clouds
518,Bilibino,68.0546,166.4372,20.08,94,100,1.7,RU,overcast clouds
519,Khao Yoi,13.2403,99.8243,99.99,42,41,11.48,TH,scattered clouds
520,Maunatlala,-22.597,27.6301,64.35,80,100,9.69,BW,overcast clouds
521,Margate,51.3813,1.3862,56.1,71,96,3.0,GB,overcast clouds
522,Bara,10.3744,10.7288,90.07,41,57,8.05,NG,broken clouds
523,Iralaya,15.0,-83.2333,76.87,69,6,7.43,HN,clear sky
524,Axim,4.8699,-2.2405,78.24,84,95,5.66,GH,light rain
525,Cepu,-7.1475,111.5906,87.66,69,97,6.17,ID,overcast clouds
526,Portobelo,9.55,-79.65,78.96,87,93,7.4,PA,overcast clouds
527,Kapit,2.0167,112.9333,87.26,71,100,1.74,MY,overcast clouds
528,Alberton,46.8168,-64.0654,39.79,93,100,8.25,CA,overcast clouds
529,Huilong,31.8111,121.655,57.96,44,100,8.7,CN,overcast clouds
530,Gagra,43.3283,40.2239,63.52,68,60,3.18,GE,broken clouds
531,Rio Grande,-32.035,-52.0986,54.95,69,92,8.86,BR,overcast clouds
532,Nago,26.5881,127.9761,69.46,51,18,9.8,JP,few clouds
533,Tsogni,-2.7942,10.0988,80.89,80,67,7.76,GA,broken clouds
534,Pacific Grove,36.6177,-121.9166,49.01,90,1,1.99,US,clear sky
535,Hay River,60.8156,-115.7999,8.56,72,100,4.61,CA,light snow
536,Ferrol,43.4832,-8.2369,57.36,84,100,0.65,ES,overcast clouds
537,Mocuba,-16.8392,36.9856,80.17,78,59,4.79,MZ,light rain
538,Vilani,56.5525,26.9245,40.69,51,20,9.26,LV,few clouds
539,Sao Joao Da Barra,-21.6403,-41.0511,64.98,87,0,8.66,BR,clear sky
540,Melo,-32.3667,-54.1833,53.89,91,21,2.55,UY,few clouds
541,Tabuk,17.4189,121.4443,81.77,72,97,9.6,PH,overcast clouds
542,Minas,-34.3759,-55.2377,52.48,92,64,4.25,UY,broken clouds
543,Mbandaka,0.0487,18.2603,82.44,67,90,3.6,CD,overcast clouds
544,Nibbar,36.2941,8.7666,62.51,65,32,11.41,TN,scattered clouds
545,Dicabisagan,17.0818,122.4157,80.71,76,31,9.51,PH,scattered clouds
546,Kalianget,-7.05,113.9333,84.67,74,100,5.86,ID,overcast clouds
547,Sola,-13.8833,167.55,82.47,72,71,7.09,VU,broken clouds
548,Alice Springs,-23.7,133.8833,92.75,16,100,9.22,AU,overcast clouds
549,Lasem,-6.6922,111.4527,86.02,72,32,6.53,ID,scattered clouds
550,Fairbanks,64.8378,-147.7164,9.48,88,19,6.17,US,few clouds
551,Talnakh,69.4865,88.3972,16.74,91,98,16.35,RU,overcast clouds
552,Booue,-0.0921,11.9385,83.41,72,99,2.66,GA,overcast clouds
553,Cortez,37.3489,-108.5859,45.03,55,0,4.61,US,clear sky
554,Ponta Delgada,37.7333,-25.6667,59.72,88,20,13.8,PT,few clouds
555,Fort Frances,48.5999,-93.4003,12.42,92,0,0.0,CA,clear sky
556,Uribia,11.7139,-72.266,79.16,77,100,8.16,CO,overcast clouds
557,Matagami,49.7502,-77.6328,26.17,92,100,10.04,CA,overcast clouds
558,Verkh-Usugli,52.7,115.1667,47.17,40,100,9.4,RU,overcast clouds
559,San Jose De Ocoa,18.55,-70.5,61.9,79,24,3.58,DO,few clouds
560,Broken Hill,-31.95,141.4333,79.95,24,100,7.02,AU,overcast clouds
561,Hami,42.8,93.45,66.69,11,0,4.76,CN,clear sky
562,Aklavik,68.2191,-135.0107,-0.22,86,33,12.17,CA,scattered clouds
563,Mozarlandia,-14.7447,-50.5706,67.33,59,100,6.64,BR,overcast clouds
564,Gat,31.61,34.7642,90.79,11,11,2.13,IL,few clouds
565,Soyo,-6.1349,12.3689,81.1,79,91,5.55,AO,overcast clouds
566,Sonderborg,54.9093,9.8074,52.83,57,6,2.3,DK,clear sky
567,Finnsnes,69.2296,17.9811,39.81,99,100,6.38,NO,overcast clouds
568,Aiquile,-18.2041,-65.1807,51.71,87,100,2.95,BO,overcast clouds
569,Cabo San Lucas,22.8909,-109.9124,69.62,55,94,11.77,MX,overcast clouds
570,Morgan City,29.6994,-91.2068,73.4,100,100,4.61,US,overcast clouds
571,Pontian Kecil,1.4801,103.3899,89.92,73,50,3.33,MY,scattered clouds
572,Half Moon Bay,37.4636,-122.4286,48.78,81,0,0.0,US,clear sky
573,Faya,18.3851,42.4509,81.12,18,2,4.27,SA,clear sky
574,Te Anau,-45.4167,167.7167,46.53,84,7,0.45,NZ,clear sky
575,Nome,64.5011,-165.4064,32.16,74,100,16.11,US,overcast clouds
576,Kontagora,10.3999,5.4695,85.69,51,88,3.8,NG,overcast clouds
577,Indianola,41.3581,-93.5574,36.57,56,100,6.8,US,overcast clouds
578,Bereda,43.2686,-7.5406,52.41,100,100,1.12,ES,overcast clouds
579,Hinton,53.4001,-117.5857,15.17,97,100,2.28,CA,overcast clouds
580,Geraldton,-28.7667,114.6,73.81,49,89,19.57,AU,overcast clouds
581,Shumskiy,54.8318,99.1328,68.25,34,88,7.67,RU,overcast clouds
582,Ha Tinh,18.3333,105.9,76.08,90,100,7.87,VN,overcast clouds
583,Clara,53.3425,-7.6139,50.4,98,100,8.7,IE,moderate rain
584,Ginda,30.6945,78.4932,82.22,15,8,8.08,IN,clear sky
585,Formosa,-26.1775,-58.1781,53.55,91,17,4.12,AR,few clouds
586,Quartucciu,39.2519,9.1794,64.27,47,0,8.99,IT,clear sky
587,Wladyslawowo,54.7909,18.4009,50.94,58,26,6.13,PL,scattered clouds
588,Ankazoabo,-22.2833,44.5167,94.55,33,0,1.25,MG,clear sky
589,Anaconda,46.1285,-112.9423,27.59,88,52,9.89,US,broken clouds
590,Hecun,36.5333,114.1111,70.38,18,100,12.1,CN,overcast clouds
591,Grindavik,63.8424,-22.4338,43.27,93,75,12.66,IS,broken clouds
592,Kisaran,2.9845,99.6158,88.75,59,86,7.02,ID,overcast clouds
593,Kangaatsiaq,68.3065,-53.4641,-7.24,100,39,6.8,GL,scattered clouds
594,Luoyang,34.6836,112.4536,71.44,26,100,9.62,CN,overcast clouds
595,Dustlik,40.5247,68.0358,85.5,20,53,4.83,UZ,broken clouds
596,Boa Vista,2.8197,-60.6733,76.98,78,0,10.36,BR,clear sky
597,Padang,-0.9492,100.3543,89.65,78,66,4.07,ID,broken clouds
598,Chenzhou,25.8,113.0333,52.63,97,100,3.06,CN,light rain
599,Maragogi,-9.0122,-35.2225,76.8,90,80,5.03,BR,broken clouds
600,Sambava,-14.2667,50.1667,83.28,64,18,10.87,MG,few clouds
601,Xining,36.6167,101.7667,56.17,7,52,8.5,CN,broken clouds
602,Waingapu,-9.6567,120.2641,85.28,73,100,8.99,ID,overcast clouds
603,Villa Maria,-32.4075,-63.2402,50.83,89,88,6.08,AR,overcast clouds
604,Viedma,-40.8135,-62.9967,51.98,89,0,5.99,AR,clear sky
605,Omsukchan,62.5333,155.8,18.75,95,100,4.38,RU,overcast clouds
606,North Platte,41.1239,-100.7654,41.25,35,96,11.01,US,overcast clouds
607,Maniitsoq,65.4167,-52.9,15.89,63,66,3.87,GL,broken clouds
608,Deer Lake,49.1667,-57.4316,35.31,94,100,2.86,CA,overcast clouds
609,Pathein,16.7833,94.7333,99.14,36,24,18.21,MM,few clouds
610,Bathsheba,13.2167,-59.5167,77.5,78,30,18.12,BB,scattered clouds
611,Sfantu Gheorghe,45.8667,25.7833,34.93,73,100,7.92,RO,overcast clouds
612,Ambon,-3.6954,128.1814,84.34,79,40,6.91,ID,scattered clouds
613,Livingstone,-17.8419,25.8543,68.4,87,100,8.84,ZM,overcast clouds
614,Benxi,41.2886,123.765,70.12,14,61,12.21,CN,broken clouds
615,Bartica,6.4,-58.6167,73.72,98,97,0.2,GY,overcast clouds
616,Tadine,-21.55,167.8833,77.41,75,0,4.14,NC,clear sky
617,Turinsk,58.0458,63.696,38.41,54,90,10.22,RU,overcast clouds
618,Pingliang,35.5392,106.6861,58.26,20,93,15.28,CN,overcast clouds
619,Agadir,30.4202,-9.5982,72.05,24,100,4.27,MA,overcast clouds
620,San Juan,-31.5375,-68.5364,59.54,53,38,0.89,AR,scattered clouds
621,Vigrestad,58.5667,5.7,48.96,71,95,9.53,NO,overcast clouds
622,Fort Dodge,42.4975,-94.168,28.81,69,0,9.22,US,clear sky
623,Puerto Plata,19.7934,-70.6884,72.45,91,81,6.46,DO,broken clouds
624,Nong Phai,15.9903,101.0618,97.21,37,77,3.74,TH,broken clouds
625,Sibu,2.3,111.8167,84.38,78,98,3.71,MY,overcast clouds
626,Trail,49.0998,-117.7022,34.29,88,100,0.54,CA,overcast clouds
627,Preobrazheniye,42.9019,133.9064,47.57,50,23,11.32,RU,few clouds
628,Bambanglipuro,-7.95,110.2833,85.69,72,68,9.44,ID,broken clouds
629,Shalinskoye,55.7228,93.7594,61.57,51,11,16.8,RU,few clouds
630,Gazojak,41.1875,61.4036,69.08,38,100,18.61,TM,overcast clouds
631,Eureka,40.8021,-124.1637,40.93,82,100,2.64,US,overcast clouds
632,Harper,4.375,-7.7169,75.56,86,100,8.08,LR,overcast clouds
633,Opuwo,-18.0607,13.84,77.23,32,90,7.94,NA,overcast clouds
634,Puri,19.8,85.85,95.52,71,29,19.82,IN,scattered clouds
635,Kosonsoy,41.2561,71.5508,77.56,12,59,4.03,UZ,broken clouds
636,Porosozero,62.7191,32.727,38.7,74,100,8.88,RU,overcast clouds
637,Madison,34.7334,-86.5667,57.33,88,0,11.01,US,clear sky
638,Namibe,-15.1961,12.1522,75.81,70,56,5.57,AO,broken clouds
639,Yarensk,62.1675,49.0916,37.63,57,79,7.9,RU,broken clouds
640,Granby,45.4001,-72.7324,36.16,94,98,3.29,CA,overcast clouds
641,Kindu,-2.95,25.95,82.58,63,100,2.37,CD,overcast clouds
642,Mogadouro,41.3403,-6.7119,55.27,57,100,3.49,PT,overcast clouds
643,Yerbogachen,61.2767,108.0108,45.19,86,100,12.39,RU,overcast clouds
644,Alto Parana,-23.1289,-52.3189,54.81,88,0,6.44,BR,clear sky
645,Sao Raimundo Nonato,-9.0153,-42.6994,69.46,96,21,1.05,BR,few clouds
646,Buala,-8.145,159.5921,80.46,79,100,3.15,SB,overcast clouds
647,Tucumcari,35.1717,-103.725,53.44,32,0,13.8,US,clear sky
648,Roela,59.1667,26.5926,43.02,50,100,1.54,EE,overcast clouds
649,Qom,34.6401,50.8764,68.18,22,0,8.08,IR,clear sky
650,Cernay,47.8097,7.177,50.2,53,0,11.56,FR,clear sky
651,Surt,31.2089,16.5887,63.1,73,70,22.59,LY,broken clouds
652,Solnechnyy,50.7214,136.6319,31.28,90,100,9.17,RU,snow
653,Celestun,20.8667,-90.4,78.39,75,1,14.63,MX,clear sky
654,Krasnoselkup,65.7,82.4667,19.54,84,100,19.33,RU,overcast clouds
655,Hovd,48.0056,91.6419,57.43,11,0,9.35,MN,clear sky
656,Likasi,-10.9814,26.7333,69.69,87,82,7.31,CD,broken clouds
657,Sharjah,25.3573,55.4033,95.29,26,0,13.8,AE,clear sky
658,Sarapul,56.4763,53.7978,34.12,90,100,7.58,RU,snow
659,Superior,46.7208,-92.1041,28.29,80,100,8.05,US,overcast clouds
660,Bubaque,11.2833,-15.8333,75.72,61,19,11.25,GW,few clouds
661,Ndele,8.4109,20.6473,92.14,38,15,8.25,CF,few clouds
662,Ondo,7.1,4.8333,79.41,80,67,1.61,NG,broken clouds
663,Nybro,56.7446,15.9071,52.25,40,29,2.71,SE,scattered clouds
664,Qinggang,46.6833,126.0833,49.73,14,94,13.49,CN,overcast clouds
665,Sao Geraldo Do Araguaia,-6.4006,-48.555,71.53,98,99,2.35,BR,moderate rain
666,Lermontovka,47.1453,134.3383,48.11,36,100,10.58,RU,overcast clouds
667,Santa Helena De Goias,-17.8136,-50.5969,55.53,63,5,4.65,BR,clear sky
668,Maceio,-9.6658,-35.7353,76.44,94,20,4.61,BR,few clouds
669,Kambove,-10.8764,26.5969,67.77,90,95,7.54,CD,light rain
670,Varnamo,57.186,14.04,46.27,73,49,5.03,SE,scattered clouds
671,Krasnoarmeysk,51.0239,45.6969,55.92,57,100,12.08,RU,overcast clouds
672,Biak,-0.9131,122.8766,77.22,87,100,5.99,ID,moderate rain
673,Golfito,8.639,-83.166,74.46,93,95,2.15,CR,overcast clouds
674,Shagonar,51.5333,92.8,56.91,33,7,4.16,RU,clear sky
675,Xiazhen,34.8022,117.1117,66.87,28,100,8.99,CN,overcast clouds
676,Seoul,37.5683,126.9778,70.99,20,30,9.31,KR,scattered clouds
677,Hobbs,32.7026,-103.136,57.67,45,0,7.0,US,clear sky
678,Phan Thiet,10.9333,108.1,85.51,67,41,12.59,VN,scattered clouds
679,San Ramon,37.7799,-121.978,47.82,87,0,5.75,US,clear sky
680,Boende,-0.2167,20.8667,82.54,65,100,3.0,CD,overcast clouds
681,Bom Jesus,-9.0744,-44.3586,70.5,98,92,0.74,BR,overcast clouds
682,Gamba,-2.65,10.0,81.84,77,55,7.61,GA,broken clouds
683,Novo Aripuana,-5.1206,-60.3797,72.5,99,100,0.51,BR,overcast clouds
684,Rakovski,42.3,24.9667,52.05,92,100,2.71,BG,overcast clouds
685,Kilcullen,53.1303,-6.7444,50.79,91,100,9.01,IE,overcast clouds
686,Orimattila,60.8049,25.7296,45.66,61,100,4.9,FI,overcast clouds
687,Fare,-16.7,-151.0167,81.09,73,3,13.27,PF,light rain
688,Miandrivazo,-19.5167,45.4667,90.59,50,0,1.74,MG,clear sky
689,Virovitica,45.8319,17.3839,44.82,59,100,10.74,HR,overcast clouds
690,La Ronge,55.1001,-105.2842,24.42,96,100,5.12,CA,light snow
691,Kurilsk,45.2333,147.8833,37.89,73,65,13.11,RU,broken clouds
692,Fez,34.0372,-4.9998,61.05,67,0,3.44,MA,clear sky
693,Natal,-5.795,-35.2094,77.65,100,20,2.3,BR,few clouds
694,Porbandar,21.6422,69.6093,88.25,52,0,13.11,IN,clear sky
695,Zhuzhou,27.8333,113.15,52.21,92,100,5.79,CN,overcast clouds
696,Khuzdar,27.7384,66.6434,92.8,9,100,10.56,PK,overcast clouds
697,Hollola,61.05,25.4333,42.89,50,99,5.57,FI,overcast clouds
698,Kanturk,52.1667,-8.9,51.22,96,100,6.15,IE,moderate rain
699,Bridlington,54.0831,-0.1919,53.15,79,100,11.74,GB,overcast clouds
700,Whitianga,-36.8333,175.7,64.29,79,100,22.75,NZ,overcast clouds
701,Mayumba,-3.432,10.6554,80.67,81,82,8.46,GA,broken clouds
702,Katobu,-4.9408,122.5276,81.19,84,90,1.41,ID,overcast clouds
703,Samana,19.2056,-69.3369,72.95,89,17,7.07,DO,few clouds
704,Patos,-7.0244,-37.28,73.18,88,22,3.0,BR,few clouds
705,Honningsvag,70.9821,25.9704,38.95,87,100,17.27,NO,light intensity drizzle
706,Hadrut,39.52,47.0318,58.59,46,1,6.8,AZ,clear sky
707,Cangzhou,38.3167,116.8667,69.19,23,100,9.98,CN,overcast clouds
